;﻿Stream Item ID;Stream ID;Stream Item URL;Published Date;Account;Stream Item Type;Stream Item Text;Klage;Henvendelse
45;5d28ea1264ac7c2428c7a32f42dcad0f;136054;https://vpc1.spredfast.com/item/5d28ea1264ac7c2428c7a32f42dcad0f/company_id/501;2017-10-15T14:23:39-07:00[America/Los_Angeles];Page: DR P4 København;comment;Radikale Venstre og P4 panelet... Jamen, så kan vi sove trygt inat 🙄Vor herre på hest...🤪;x;
46;0974ed8658b76b563582c4eb0ec4ccfd;133517;https://vpc1.spredfast.com/item/0974ed8658b76b563582c4eb0ec4ccfd/company_id/501;2017-09-22T00:41:55-07:00[America/Los_Angeles];Page: DR Nyheder;comment;Tak for et godt råd :-);;
48;388c81fb1cd81a46c90a594568277d50;83693;https://vpc1.spredfast.com/item/388c81fb1cd81a46c90a594568277d50/company_id/501;2017-10-21T01:26:55-07:00[America/Los_Angeles];Page: DR2;comment;Interessant. Så er der måske noget om overpriser på økologi.;;
50;087722cffe09ff6ae2e59f908d96e6bc;136223;https://vpc1.spredfast.com/item/087722cffe09ff6ae2e59f908d96e6bc/company_id/501;2017-09-10T05:45:59-07:00[America/Los_Angeles];Page: P3 - DR;comment;Frederik Jakob Kasper, hvor er det respektløst!;;
52;38ad903802036020f4af20bfa9e37037;136223;https://vpc1.spredfast.com/item/38ad903802036020f4af20bfa9e37037/company_id/501;2017-11-16T00:14:51-08:00[America/Los_Angeles];Page: P3 - DR;comment;Liridon 01:00 er mig;;
55;7400a39dedd7a482980dc13e31ead873;136223;https://vpc1.spredfast.com/item/7400a39dedd7a482980dc13e31ead873/company_id/501;2017-10-30T00:54:42-07:00[America/Los_Angeles];Page: P3 - DR;comment;Anna Ohmsen Marc Moeberg Mads Turpie Mathias Nymark Ida Hallbæck Viktoria Sofie Henning cute !!!!;;
56;4b0171c02c412e3a175e0aad6d448bf3;136061;https://vpc1.spredfast.com/item/4b0171c02c412e3a175e0aad6d448bf3/company_id/501;2017-10-14T08:46:24-07:00[America/Los_Angeles];Page: DR P4 Nordjylland;comment;I feel left out! :’-(;;
57;ba1e028bdeb7d97a9b04ef36dc3751aa;136223;https://vpc1.spredfast.com/item/ba1e028bdeb7d97a9b04ef36dc3751aa/company_id/501;2017-11-01T12:48:51-07:00[America/Los_Angeles];Page: P3 - DR;comment;Hahahah hun er den skønneste, seriøst;;
58;eb07c75e85dcc8b5a03fe1c84a4b1273;136252;https://vpc1.spredfast.com/item/eb07c75e85dcc8b5a03fe1c84a4b1273/company_id/501;2017-10-29T06:33:09-07:00[America/Los_Angeles];Page: DR Sporten;comment;Det er nu, at Wozniacki skal holde fast i sit setup, og forlænge aftalen med Sascha Bajin. Han har løftet hendes spil. Hun er tilbage på højt niveau. Muligvis en GS i sigte med Bajin i trænerteamet.;;
59;11c20574f51397ab2f5d115272a2b980;132189;https://vpc1.spredfast.com/item/11c20574f51397ab2f5d115272a2b980/company_id/501;2017-09-23T05:11:26-07:00[America/Los_Angeles];Page: DR3;comment;Men hvis alle de parforhold hun kender til, er nogen hvor der har været utroskab. Fortæller det så ikke noget om hendes omgangskreds? :D Det er nok den mest egoistiske tilgang for at blive tilfreds/opnår lykke, som jeg har hørt om.;;
61;e8f74e75647261fb5b93b96fa68c54f0;135939;https://vpc1.spredfast.com/item/e8f74e75647261fb5b93b96fa68c54f0/company_id/501;2017-09-03T09:52:48-07:00[America/Los_Angeles];Page: Detektor - DR;comment;"Lars Lander Jeps, vi har en selskabsleg der hedder ""put-grisehalen-på-veganeren"". Hours of fun. :-D.";;
62;f7675380a590e74a76f582f053e691aa;136223;https://vpc1.spredfast.com/item/f7675380a590e74a76f582f053e691aa/company_id/501;2017-08-31T23:23:45-07:00[America/Los_Angeles];Page: P3 - DR;comment;Karen Helene Møller Jensen du kender det..;;
64;a9934f798cfccb0369395da98ab59e0a;135974;https://vpc1.spredfast.com/item/a9934f798cfccb0369395da98ab59e0a/company_id/501;2017-09-25T13:00:10-07:00[America/Los_Angeles];Page: DR2;comment;Endelig - har set alle de gamle afsnit 1000 gange :-);;
67;69b160a059b2f3b4271d3748edfd8c3d;133517;https://vpc1.spredfast.com/item/69b160a059b2f3b4271d3748edfd8c3d/company_id/501;2017-11-08T04:08:51-08:00[America/Los_Angeles];Page: DR Nyheder;comment;Fattigdom og total statslig kontrol over individet, det kan man også få her hjemme. Bare stem Enhedslisten.;;
68;38b83f7a516d9dce53d09d271499b8ba;136223;https://vpc1.spredfast.com/item/38b83f7a516d9dce53d09d271499b8ba/company_id/501;2017-11-02T01:29:53-07:00[America/Los_Angeles];Page: P3 - DR;comment;Rikke Langhoff Jørgensen og Natasja Christiansen kan I huske den første med Kamma?😂❤️;;
69;772b1cfa35be7205e5ca81178af788b3;136221;https://vpc1.spredfast.com/item/772b1cfa35be7205e5ca81178af788b3/company_id/501;2017-10-21T11:27:15-07:00[America/Los_Angeles];Page: P3 - DR;comment;Hahahaha ja!! Rasmus og jeg hørte den godt igår! Kæft hun er sød 😂😂;;
71;3b366fb54fdad00624980b8bf7c7e432;136223;https://vpc1.spredfast.com/item/3b366fb54fdad00624980b8bf7c7e432/company_id/501;2017-10-22T09:55:29-07:00[America/Los_Angeles];Page: P3 - DR;comment;Møller Thea det bliver ikke vildere nu!!!! 😳🔥❤️;;
73;22432f168ef7d8e319855506513e3888;133517;https://vpc1.spredfast.com/item/22432f168ef7d8e319855506513e3888/company_id/501;2017-11-06T11:01:05-08:00[America/Los_Angeles];Page: DR Nyheder;comment;Tror også alle blev hørt 🎼🎼;;
76;204b0645076c396d3d876d19688f681c;135952;https://vpc1.spredfast.com/item/204b0645076c396d3d876d19688f681c/company_id/501;2017-10-31T07:26:13-07:00[America/Los_Angeles];Page: DR K;comment;En af de bedste udsendelser på DR! <3;;
79;568d4c490c870a18ebc8af1828bd0a47;83693;https://vpc1.spredfast.com/item/568d4c490c870a18ebc8af1828bd0a47/company_id/501;2017-11-17T08:04:35-08:00[America/Los_Angeles];Page: DR2;comment;Julie Ørnø Skal du ud og fange nogle it  kriminelle? 😂;;
80;2c50b9554c6e6883fd72a0c0f76250cb;136250;https://vpc1.spredfast.com/item/2c50b9554c6e6883fd72a0c0f76250cb/company_id/501;2017-10-13T03:32:45-07:00[America/Los_Angeles];Page: DR Sporten;comment;Flot men skal nu over og nyde kampe og kvinde rugby lækker Rugby Lørdag :);;
81;b24f64c1c6fed70be457e7871fe0c753;133517;https://vpc1.spredfast.com/item/b24f64c1c6fed70be457e7871fe0c753/company_id/501;2017-09-14T23:11:55-07:00[America/Los_Angeles];Page: DR Nyheder;comment;Signe Skaarup Andreassen ❤❤❤;;
83;fb8a13a9fc86644cffc2dc25d91b88de;133517;https://vpc1.spredfast.com/item/fb8a13a9fc86644cffc2dc25d91b88de/company_id/501;2017-09-24T02:44:37-07:00[America/Los_Angeles];Page: DR Nyheder;comment;"Deres krig? ;) Krigen er startet af U.S.A og EU ..";;
84;69605c749ee61e31b144709805c071a0;133517;https://vpc1.spredfast.com/item/69605c749ee61e31b144709805c071a0/company_id/501;2017-10-18T05:59:03-07:00[America/Los_Angeles];Page: DR Nyheder;comment;Det er godt nok en dårlig logistik afdeling der forefindes i Hovedstaden.;;
85;32bd32f1e7903f270d8115a5793ab755;133517;https://vpc1.spredfast.com/item/32bd32f1e7903f270d8115a5793ab755/company_id/501;2017-10-07T05:33:05-07:00[America/Los_Angeles];Page: DR Nyheder;comment;Den løgnhals har vist meget der skal forklares;;
87;453a86e1ee9b95d9048894441efff2d7;132189;https://vpc1.spredfast.com/item/453a86e1ee9b95d9048894441efff2d7/company_id/501;2017-10-30T09:22:55-07:00[America/Los_Angeles];Page: DR3;comment;faktisk et rørende statement;;
89;f8eac3c0099a8cf996d65e825a60c9de;133517;https://vpc1.spredfast.com/item/f8eac3c0099a8cf996d65e825a60c9de/company_id/501;2017-10-15T01:30:54-07:00[America/Los_Angeles];Page: DR Nyheder;comment;Jeg vil nu heller ikke kalde dig hemmelighedsfuld Kristian, man kan ALTID se det på dig når du forsøger at lyve eller snyde om en gave el lign😝😎😜;;
91;2c66d12d2699d770172af6e05b202a4e;133517;https://vpc1.spredfast.com/item/2c66d12d2699d770172af6e05b202a4e/company_id/501;2017-10-03T15:40:17-07:00[America/Los_Angeles];Page: DR Nyheder;comment;Ja, jeg er jo helt væk... +_+;;
92;5a29517b17e3d54faadaa7cdb4bc118b;133517;https://vpc1.spredfast.com/item/5a29517b17e3d54faadaa7cdb4bc118b/company_id/501;2017-09-20T04:59:24-07:00[America/Los_Angeles];Page: DR Nyheder;comment;Ja så mangler vi kun, at DBU vågner af dvalen og kommer frem i skoene;;
96;d1dbe1668ba1e632d44da7779efb9476;136223;https://vpc1.spredfast.com/item/d1dbe1668ba1e632d44da7779efb9476/company_id/501;2017-11-01T22:12:07-07:00[America/Los_Angeles];Page: P3 - DR;comment;Det er så sjovt 😂👏 hun er så sød!;;
98;720f24225d78ecf207624a03e64169ff;132189;https://vpc1.spredfast.com/item/720f24225d78ecf207624a03e64169ff/company_id/501;2017-10-30T08:51:43-07:00[America/Los_Angeles];Page: DR3;comment;Haha. Rikke Enemark Herlevsen og Maria Christensen;;
99;ead54c561cb617226549306447e6fe9d;83693;https://vpc1.spredfast.com/item/ead54c561cb617226549306447e6fe9d/company_id/501;2017-09-17T22:34:58-07:00[America/Los_Angeles];Page: DR2;comment;Nu har jeg ikke set showet, men hvis det er Spang, så råber han også i sine shows - og de plejer at holde rimelig godt.;;
100;7fa8c366e3ae38d9f76c5387dc3af52b;83691;https://vpc1.spredfast.com/item/7fa8c366e3ae38d9f76c5387dc3af52b/company_id/501;2017-09-21T23:29:05-07:00[America/Los_Angeles];Page: DR1;comment;Enig - ulækkert i kølediske, men der er maden trods alt pakket indsats til gengæld er der er ofte store fluer i skabet med det friske brød (uindpakket)i Rema 1000 på Østerbro.;;
101;ed21e91663548018c3ebf101de2b0645;136106;https://vpc1.spredfast.com/item/ed21e91663548018c3ebf101de2b0645/company_id/501;2017-11-15T05:21:44-08:00[America/Los_Angeles];Page: Lågsus - DR P3;comment;Claus Jensen :D :D;;
102;99a60d821a634d0e1067334021ed31a4;133517;https://vpc1.spredfast.com/item/99a60d821a634d0e1067334021ed31a4/company_id/501;2017-10-15T12:44:51-07:00[America/Los_Angeles];Page: DR Nyheder;comment;Gad vide hvor kommunerne har fået den ide fra...http://politiken.dk/kultur/art4680981/Fyret-DR-direktør-fik-25-million-i-bonus;x;
105;e6ef6947feb04603944885328a383713;133517;https://vpc1.spredfast.com/item/e6ef6947feb04603944885328a383713/company_id/501;2017-10-14T02:19:24-07:00[America/Los_Angeles];Page: DR Nyheder;comment;Altså passer da meget godt på mig - hvad synes I? Marie Pelle Trine Pelle;;
106;db60e1dd47d2ee07fda524989cf4dfa9;135935;https://vpc1.spredfast.com/item/db60e1dd47d2ee07fda524989cf4dfa9/company_id/501;2017-09-15T02:14:09-07:00[America/Los_Angeles];Page: Debatten - DR;comment;Det handler om at beskytte de flygtninge der er og det i nærområdet. Levestandard osv må de selv stå for efterfølgende.;;
108;65919c674607d89e4e69c233c40ee8d1;136223;https://vpc1.spredfast.com/item/65919c674607d89e4e69c233c40ee8d1/company_id/501;2017-09-08T01:40:59-07:00[America/Los_Angeles];Page: P3 - DR;comment;Der er altid nogen der har ondt i røven;;
109;875027269d93fabaf6c97980191f8da3;83691;https://vpc1.spredfast.com/item/875027269d93fabaf6c97980191f8da3/company_id/501;2017-09-21T07:40:11-07:00[America/Los_Angeles];Page: DR1;comment;Jeg er i nær familie med Louise og Per er min ex svoger. Jeg lover at der ikke er sagt ALT i denne udsendelse. PER skal ikke undskylde noget, overfor MIN SØSTER i denne sammenhæng. Det hører ikke sammen. Der ER to sider af denne sag. Louise har en diagnose, som i denne sammenhæng bliver misbrugt, mod hendes far. Psykologen er decideret elendig og burde have gjort Louise klart, at hendes far rent faktisk indfrier ALLE hendes krav ,i sit brev. Lige indtil hun trækker et beskidt kort, der INTET har og har haft, en  rolle i denne sag tidligere i forløbet. Et meget beskidt træk, der siger alt om at, Louise aldrig burde have sagt ja, til at deltage i udsendelsen. Desuden er der tale om en psykolog, der er en decideret  elendig forhandler. Hun kender Pers historik på forhånd, i forhold til Louises mor og burde have forudset og afværget denne ydmygende situation. Kender nok mere til denne situation, end  alle jer tilsammen og jeg lover at Louise, garanteret IKKE kender årsagen til skilsmissen og det skal hun heller ikke. Men jeg lover jer at, der er en grund, der ligger tilbage til tiden, hvor Louise er 4 år. Håber bare som moster til Louise, at Louise bliver i stand til at tage imod, før det er for sent.....jeg vil gøre mit......❤❤;;
111;b09365d08048d2525d3c21c4fd08f70d;136223;https://vpc1.spredfast.com/item/b09365d08048d2525d3c21c4fd08f70d/company_id/501;2017-11-08T14:05:34-08:00[America/Los_Angeles];Page: P3 - DR;comment;Det bare et spørgsmål om tid;;
112;fdf3f7f7edc755b71ce63250c90a6bac;133517;https://vpc1.spredfast.com/item/fdf3f7f7edc755b71ce63250c90a6bac/company_id/501;2017-09-24T05:49:43-07:00[America/Los_Angeles];Page: DR Nyheder;comment;"Egon Greve Jensen  der gir jeg dig for en gang skyld ret egon😋Og hvad er det man så gir ""plads"" til for religioner? Er jo trods alt kristendommen grundloven også er bygget på!!! Skal den så revideres når vi kommer i mindretal? Er jo trods alt et demokrati vi lever i.";;
113;7198709c552686b52aa5b306d77a9f83;133517;https://vpc1.spredfast.com/item/7198709c552686b52aa5b306d77a9f83/company_id/501;2017-10-03T07:22:46-07:00[America/Los_Angeles];Page: DR Nyheder;comment;Så forvent ikke medlidenhed næste gang en virksomhed lukker i Jylland. Så skal vi nok stå med hænderne over hovedet og juble, fordi x antal mister jobbet i Aalborg, Esbjerg, Aarhus o.lign.;;
114;8f73f84d4b775c56de82329c785d1911;136223;https://vpc1.spredfast.com/item/8f73f84d4b775c56de82329c785d1911/company_id/501;2017-10-20T15:45:35-07:00[America/Los_Angeles];Page: P3 - DR;comment;LER AW Mathilde Ida;;
115;3c98437277b0ac19b86ae8c70d7f6f86;136223;https://vpc1.spredfast.com/item/3c98437277b0ac19b86ae8c70d7f6f86/company_id/501;2017-09-08T04:32:07-07:00[America/Los_Angeles];Page: P3 - DR;comment;Jacob Stendevad i det mindste går licenspengene til at sandheden bliver fortalt 😂😂😂😂😂😂;;
116;90b513d94a087fd5169ee810942fddb7;135948;https://vpc1.spredfast.com/item/90b513d94a087fd5169ee810942fddb7/company_id/501;2017-11-09T04:40:57-08:00[America/Los_Angeles];Page: DR Historie;comment;Jeg er rødhåret 😎;;
119;d8b962fa5cdec75d50a4083000128b5d;136223;https://vpc1.spredfast.com/item/d8b962fa5cdec75d50a4083000128b5d/company_id/501;2017-10-25T12:36:12-07:00[America/Los_Angeles];Page: P3 - DR;comment;Chanie Lykke Grith Hein Jensen 😂😂;;
120;01f86fe5c0e973fb0835a463d596e0ff;133517;https://vpc1.spredfast.com/item/01f86fe5c0e973fb0835a463d596e0ff/company_id/501;2017-09-09T04:44:11-07:00[America/Los_Angeles];Page: DR Nyheder;comment;Nej, jeg går altid udenom de økologiske varer. Både frugt, grønt, kød og mejeriprodukter. Min kæreste køber jævnligt økologiske produkter, men så må jeg jo selv af sted til købmanden. Jeg tror min aversion har noget at gøre med de indtryk jeg fik i økologiens barndom. Når du en gang har set hvordan møddingfluerne svømmer rundt, for til sidst at drukne i den økologiske mælk, så sætter det sine spor. Da jeg spurgte til de mange fluer var svaret indlysende enkelt: Da man jo ikke må sprøjte for fluerne i et økologisk landbrug, så er der selvfølgelig millioner af dem i produktionen. Om dagen er de på møddingen, og om natten i stalden.  Det er sikkert knap så galt i dag, men smagen af de økologiske mejeriprodukter behager mig ikke. De økologiske grøntsager er sjældent i ordentlig kvalitet og har begrænset holdbarhed, ligesom smagen ikke er bedre. Det samme med smagen i kødet, så hvorfor vælge noget der blot er dyrere? Men, det er helt ok at nogle har andre prioriteter. Velbekomme;;
123;16232cdc73748b0c88c85206956c700d;83691;https://vpc1.spredfast.com/item/16232cdc73748b0c88c85206956c700d/company_id/501;2017-10-21T15:58:18-07:00[America/Los_Angeles];Page: DR1;comment;Provstgaard Henrik har du været leverandør 😂😂😂;;
124;05d07d8f4928d945a93cfb0032c7db46;133517;https://vpc1.spredfast.com/item/05d07d8f4928d945a93cfb0032c7db46/company_id/501;2017-10-26T13:19:30-07:00[America/Los_Angeles];Page: DR Nyheder;comment;Sig mig engang, er det små børn på 5 år der sidder og sender nyheder ud ? Hvad skal det til for med emoji's ? Jeg kan godt forstå at folk ikke gider betale licens for sådan noget amatør-fis !;x;
127;ca74cb9bb1432d47bfbea0d2e96fd155;133517;https://vpc1.spredfast.com/item/ca74cb9bb1432d47bfbea0d2e96fd155/company_id/501;2017-11-17T00:11:34-08:00[America/Los_Angeles];Page: DR Nyheder;comment;En flok tåber, der er stemt ind i vores folketing af tåber!;;
131;958ed7b754d1c17b7200a0d773ffc41b;83670;https://vpc1.spredfast.com/item/958ed7b754d1c17b7200a0d773ffc41b/company_id/501;2017-11-04T03:28:30-07:00[America/Los_Angeles];Page: DR Mad;comment;Lasse Bruhn haha 😂;;
132;657d9d4c75025fe611d31e30199aad8c;136252;https://vpc1.spredfast.com/item/657d9d4c75025fe611d31e30199aad8c/company_id/501;2017-10-05T14:21:35-07:00[America/Los_Angeles];Page: DR Sporten;comment;Haha du ser elendig 👊💪;;
133;358f4a226f11e0fbb70723efada5b210;132189;https://vpc1.spredfast.com/item/358f4a226f11e0fbb70723efada5b210/company_id/501;2017-10-22T14:27:19-07:00[America/Los_Angeles];Page: DR3;comment;Simon Martinsen Morten Schneider Camilla Jakobsen Casper Jensen Schmidt;;
134;12b525c38b6e9d66eacbf3bf4d1e86e7;136223;https://vpc1.spredfast.com/item/12b525c38b6e9d66eacbf3bf4d1e86e7/company_id/501;2017-09-11T06:07:44-07:00[America/Los_Angeles];Page: P3 - DR;comment;Louise Helligsø Larsen Julie Helligsø Larsen;;
136;b264fb07bcfa6a618a60df2a71cbae86;133517;https://vpc1.spredfast.com/item/b264fb07bcfa6a618a60df2a71cbae86/company_id/501;2017-09-14T09:57:07-07:00[America/Los_Angeles];Page: DR Nyheder;comment;NEJ!  Absolut ikke!  🤔;;
137;c013c9e83385290dd4e2a7e135d5a0cb;136062;https://vpc1.spredfast.com/item/c013c9e83385290dd4e2a7e135d5a0cb/company_id/501;2017-10-05T05:32:53-07:00[America/Los_Angeles];Page: DR P4 Nordjylland;comment;Hasin dugur. Virkar so hjā Amiru 😊😍So er tað um Chandler skuldi til handan 😬😬😬😄;;
